aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,merchant_id,category_name,category_id,aw_image_url,currency,store_price,delivery_cost,merchant_deep_link,language,last_updated,display_price,data_feed_id,brand_name,in_stock,large_image,alternate_image,alternate_image_two,alternate_image_four,alternate_image_three,gender_added,category_added
https://www.awin1.com/pclick.php?p=41493324281&a=2771700&m=116329,Only Sharai Lace Tank Top - Cloud Dancer - S,41493324281,214324AWUS,https://www.dv8fashion.com/Images/Models/Full/31442.jpg,"Look your best for school, work, and everyday activities in cool styles that are easy to match with your wardrobe favourites      Product Type: Top     Neckline U-Neck     Sleeve: Sleeveless     Extra Details Lace detail, Ruffles     Fit: Regular Fit Product Code: P-77724-11--",Sleeveless Tops,23.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F31442.jpg&feedId=102894&k=a36dcfc48df3ca6563e0239d90aee90b9e6dfdec,USD,,12.95,https://www.dv8fashion.com/en/Only-Sharai-Lace-Tank-Top---Cloud-Dancer/m-31442.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD23.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/31442-1.jpg,https://www.dv8fashion.com/Images/Models/Full/31442-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/31442-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41517008395&a=2771700&m=116329,Saint Genies Chiffon Tie Top - Pale Yellow - XS,41517008395,248650AWUS,https://www.dv8fashion.com/Images/Models/Full/34662.jpg,Update your wardrobe with Saint Genies...      Product Type: Top     Sleeves: Singlet     Fabric: Mesh     Extra details: Halter neck tie fastening Product Code: P-82702-25--,Sleeveless Tops,29.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F34662.jpg&feedId=102894&k=71699f9ed08d71d06b1076b4e6a4ed871a5d8d9f,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Chiffon-Tie-Top---Pale-Yellow/m-34662.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD29.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/34662-1.jpg,https://www.dv8fashion.com/Images/Models/Full/34662-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/34662-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493324280&a=2771700&m=116329,Only Sharai Lace Tank Top - Cloud Dancer - L,41493324280,214322AWUS,https://www.dv8fashion.com/Images/Models/Full/31442.jpg,"Look your best for school, work, and everyday activities in cool styles that are easy to match with your wardrobe favourites      Product Type: Top     Neckline U-Neck     Sleeve: Sleeveless     Extra Details Lace detail, Ruffles     Fit: Regular Fit Product Code: P-77724-11--",Sleeveless Tops,23.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F31442.jpg&feedId=102894&k=a36dcfc48df3ca6563e0239d90aee90b9e6dfdec,USD,,12.95,https://www.dv8fashion.com/en/Only-Sharai-Lace-Tank-Top---Cloud-Dancer/m-31442.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD23.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/31442-1.jpg,https://www.dv8fashion.com/Images/Models/Full/31442-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/31442-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493325993&a=2771700&m=116329,Saint Genies Lace Trim Crop Tie Top - Pink - 14,41493325993,246039AWUS,https://www.dv8fashion.com/Images/Models/Full/34404.jpg,Update your look with Saint Genies...       Tie detail crop top   Cami strap style with adjustable straps   Lace trim detail         Product Code: P-82230-38--,Sleeveless Tops,31.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F34404.jpg&feedId=102894&k=5e5230a61314a2a5b06fa5b11568bad00b199b63,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Lace-Trim-Crop-Tie-Top---Pink/m-34404.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD31.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/34404-1.jpg,https://www.dv8fashion.com/Images/Models/Full/34404-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/34404-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326063&a=2771700&m=116329,Saint Genies Lace Vest Top - White - 14,41493326063,236126AWUS,https://www.dv8fashion.com/Images/Models/Full/33473.jpg,"Make them stare this season in our beaut lace top! Featuring lace material and sleeveless, it&rsquo;s a staple for the upcoming season      White lace fabric     Bodycon Shape     Sleeveless style     V neck Product Code: P-80845-11--",Sleeveless Tops,29.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F33473.jpg&feedId=102894&k=f67ac5b62faa792ccaaaf1a9c6d93c3965f035d5,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Lace-Vest-Top---White/m-33473.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD29.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/33473-1.jpg,https://www.dv8fashion.com/Images/Models/Full/33473-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/33473-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326000&a=2771700&m=116329,Saint Genies Halter Button Waistcoat Top - Black - 8,41493326000,247716AWUS,https://www.dv8fashion.com/Images/Models/Full/34562.jpg,Get new season ready with this halter top by Saint Genies. This stunning piece is designed to make you stand out wherever you go      Colour: Black     Details: Button fastening with halter strap neckline     Sleeves: Sleeveless     Product type: Top     Fit: Fitted Product Code: P-82574-10--,Sleeveless Tops,40.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F34562.jpg&feedId=102894&k=cf4961c3dc8f5b6cfab24f53f57b69ab3a78f330,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Halter-Button-Waistcoat-Top---Black/m-34562.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD40.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/34562-1.jpg,https://www.dv8fashion.com/Images/Models/Full/34562-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/34562-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326105&a=2771700&m=116329,Saint Genies Sleeveless Belt Top - Wine - 10,41493326105,235105AWUS,https://www.dv8fashion.com/Images/Models/Full/33385.jpg,Saint Genies women's belt detail top       Tailored top with v neckline   Belt detail   Sleeveless         Product Code: P-80537-47--,Sleeveless Tops,43.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F33385.jpg&feedId=102894&k=5e1301769b0c4ab344a5edde42c70b15f839f243,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Sleeveless-Belt-Top---Wine/m-33385.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD43.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/33385-1.jpg,https://www.dv8fashion.com/Images/Models/Full/33385-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/33385-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326079&a=2771700&m=116329,Saint Genies Geo Print Halter Tie Top - Rust - 12,41493326079,219302AWUS,https://www.dv8fashion.com/Images/Models/Full/31929.jpg,The crochet look is here to stay. Get the look with our Saint Genies top...      Mulitcolour detailing     Crochet knitted detailing with Aztec stitching     Crop length with halter neck and tie back fastening Product Code: P-78349-41--,Sleeveless Tops,26.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F31929.jpg&feedId=102894&k=c78962a1ee296ae6cb22017667e818e1129db59c,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Geo-Print-Halter-Tie-Top---Rust/m-31929.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD26.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/31929-1.jpg,https://www.dv8fashion.com/Images/Models/Full/31929-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/31929-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326048&a=2771700&m=116329,Saint Genies Check Waistcoat - Blue / White - 12,41493326048,215240AWUS,https://www.dv8fashion.com/Images/Models/Full/31538.jpg,Update your look with a check waistcoat by Saint Genies      Women&apos;s check waistcoat     All over check print     Button through centre     V Neckline     Tailored style     Cropped length     Solid colourway Product Code: P-77923-56--,Sleeveless Tops,40.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F31538.jpg&feedId=102894&k=489a28c5eea6b701a9c6fc409fd9764057ac780e,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Check-Waistcoat---Blue--White/m-31538.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD40.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/31538-1.jpg,https://www.dv8fashion.com/Images/Models/Full/31538-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/31538-3.jpg,Womens,Tops & T-Shirts
https://www.awin1.com/pclick.php?p=41493326045&a=2771700&m=116329,Saint Genies Square Neck Top - Floral Print - 14,41493326045,214011AWUS,https://www.dv8fashion.com/Images/Models/Full/31411.jpg,Add some florals to your wardrobe with Saint Genies...      Square neck top     Floral print     Zip fastening&nbsp;     Crop topProduct Code: P-77438-38--,Sleeveless Tops,36.95,DV8 Fashion (USA),116329,Women's Tops,204,https://images2.productserve.com/?w=200&h=200&bg=white&trim=5&t=letterbox&url=ssl%3Awww.dv8fashion.com%2FImages%2FModels%2FFull%2F31411.jpg&feedId=102894&k=a79c798cb05e57861bef00cc46ba8671159d4421,USD,,12.95,https://www.dv8fashion.com/en/Saint-Genies-Square-Neck-Top---Floral-Print/m-31411.aspx?PartnerID=4730&utm_source=awin&utm_medium=affiliate&utm_campaign=UnitedStatesUS,,,USD36.95,102894,DV8 Fashion,1,,https://www.dv8fashion.com/Images/Models/Full/31411-1.jpg,https://www.dv8fashion.com/Images/Models/Full/31411-2.jpg,,https://www.dv8fashion.com/Images/Models/Full/31411-3.jpg,Womens,Tops & T-Shirts
